Pathway identifier,Pathway name,#Entities found,#Entities total,Entities ratio,Entities pValue,Entities FDR,#Reactions found,#Reactions total,Reactions ratio,Species identifier,Species name,Submitted entities found,Mapped entities,Found reaction identifiers
R-HSA-1482788,"Acyl chain remodelling of PC",7,40,0.002754441536978378,0.9959298407878876,0.9959298407878876,6,9,6.703411291523909E-4,9606,Homo sapiens,"ENSG00000143797;ENSG00000123739;ENSG00000163803;ENSG00000111684;ENSG00000116711;ENSG00000153246","","R-HSA-1482533;R-HSA-1482547;R-HSA-1602399;R-HSA-1482862;R-HSA-1602417;R-HSA-1482856"
R-HSA-4090294,"SUMOylation of intracellular receptors",7,40,0.002754441536978378,0.9959298407878876,0.9959298407878876,11,25,0.0018620586920899747,9606,Homo sapiens,"ENSG00000153234;ENSG00000113580;ENSG00000082175;ENSG00000132170;ENSG00000151623;ENSG00000078043","","R-HSA-4717461;R-HSA-4341073;R-HSA-4341025;R-HSA-4719436;R-HSA-4719423;R-HSA-4090390;R-HSA-4341016;R-HSA-4719413;R-HSA-4755494;R-HSA-4755526;R-HSA-4719447"
R-HSA-5654743,"Signaling by FGFR4",10,51,0.0035119129596474317,0.995981306511656,0.995981306511656,39,41,0.0030537762550275583,9606,Homo sapiens,"ENSG00000177885;ENSG00000115904;ENSG00000133703;ENSG00000136158;ENSG00000179295;ENSG00000134962;ENSG00000145675;ENSG00000113575;ENSG00000157764","","R-HSA-5654422;R-HSA-1295634;R-HSA-5654423;R-HSA-934604;R-HSA-1295632;R-HSA-5654418;R-HSA-5654163;R-HSA-177931;R-HSA-5654684;R-HSA-5654428;R-HSA-5654426;R-HSA-5654169;R-HSA-5654425;R-HSA-5654662;R-HSA-934559;R-HSA-5654663;R-HSA-5654151;R-HSA-5654658;R-HSA-1295622;R-HSA-5654659;R-HSA-1295621;R-HSA-5654734;R-HSA-5654669;R-HSA-5654667;R-HSA-5654664;R-HSA-1307955;R-HSA-8941613;R-HSA-1295604;R-HSA-1307963;R-HSA-5654655;R-HSA-1295609;R-HSA-1549564;R-HSA-5654717;R-HSA-5654653;R-HSA-5654714;R-HSA-5654651;R-HSA-1295613;R-HSA-5654566;R-HSA-1295599"
R-HSA-2995410,"Nuclear Envelope (NE) Reassembly",21,88,0.006059771381352431,0.9960126987945327,0.9960126987945327,18,24,0.0017875763444063757,9606,Homo sapiens,"ENSG00000110713;ENSG00000021574;ENSG00000125450;ENSG00000154222;ENSG00000160789;ENSG00000113569;ENSG00000196313;ENSG00000028116;ENSG00000113575;ENSG00000157456;ENSG00000083937;ENSG00000176108;ENSG00000085415;ENSG00000163002;ENSG00000176915;ENSG00000030066;ENSG00000102900;ENSG00000272391;ENSG00000083312;ENSG00000095319;ENSG00000101421;ENSG00000185823","","R-HSA-9667952;R-HSA-9668405;R-HSA-9634169;R-HSA-9668415;R-HSA-9667965;R-HSA-9615901;R-HSA-9668419;R-HSA-2995389;R-HSA-2995388;R-HSA-9624800;R-HSA-9615937;R-HSA-9668389;R-HSA-9634219;R-HSA-9618378;R-HSA-9668395;R-HSA-9615945;R-HSA-9668398;R-HSA-2995376"
R-HSA-2151201,"Transcriptional activation of mitochondrial biogenesis",21,88,0.006059771381352431,0.9960126987945327,0.9960126987945327,22,32,0.0023834351258751676,9606,Homo sapiens,"ENSG00000177200;ENSG00000177565;ENSG00000118260;ENSG00000173153;ENSG00000198668;ENSG00000109819;ENSG00000137574;ENSG00000005339;ENSG00000171720;ENSG00000172115;ENSG00000140396;ENSG00000084676;ENSG00000081189;ENSG00000148840;ENSG00000127989;ENSG00000140577;ENSG00000141027;ENSG00000125686","","R-HSA-1592249;R-HSA-1592250;R-HSA-1592251;R-HSA-1592252;R-HSA-1605535;R-HSA-2466370;R-HSA-111912;R-HSA-1592242;R-HSA-1605428;R-HSA-1592246;R-HSA-1592247;R-HSA-1592232;R-HSA-5688294;R-HSA-2466391;R-HSA-1592234;R-HSA-1592236;R-HSA-1592238;R-HSA-1368140;R-HSA-2466367;R-HSA-8940309;R-HSA-2466392;R-HSA-1592231"
R-HSA-69202,"Cyclin E associated events during G1/S transition ",21,88,0.006059771381352431,0.9960126987945327,0.9960126987945327,12,20,0.0014896469536719798,9606,Homo sapiens,"ENSG00000087191;ENSG00000131467;ENSG00000110801;ENSG00000198176;ENSG00000134508;ENSG00000165916;ENSG00000175166;ENSG00000173692;ENSG00000142507;ENSG00000139687;ENSG00000135446;ENSG00000115233;ENSG00000136930;ENSG00000164045;ENSG00000143106;ENSG00000055130;ENSG00000205659;ENSG00000118705;ENSG00000013275;ENSG00000161057;ENSG00000197170","","R-HSA-188386;R-HSA-187552;R-HSA-8848436;R-HSA-187574;R-HSA-188390;R-HSA-187575;R-HSA-8932400;R-HSA-8848414;R-HSA-69195;R-HSA-188345;R-HSA-187545;R-HSA-69199"
R-HSA-9707587,"Regulation of HMOX1 expression and activity",17,75,0.005164577881834458,0.9960590024482934,0.9960590024482934,9,19,0.0014151646059883808,9606,Homo sapiens,"ENSG00000087191;ENSG00000131467;ENSG00000110801;ENSG00000165916;ENSG00000175166;ENSG00000173692;ENSG00000142507;ENSG00000068878;ENSG00000115233;ENSG00000136930;ENSG00000143106;ENSG00000055130;ENSG00000118705;ENSG00000013275;ENSG00000161057;ENSG00000079999;ENSG00000100387;ENSG00000197170","","R-HSA-9708517;R-HSA-8932284;R-HSA-9712274;R-HSA-8932334;R-HSA-8932351;R-HSA-9708525;R-HSA-8932322;R-HSA-8932355;R-HSA-8932327"
R-HSA-112399,"IRS-mediated signalling",14,65,0.004475967497589863,0.9960968785247796,0.9960968785247796,9,9,6.703411291523909E-4,9606,Homo sapiens,"ENSG00000070388;ENSG00000177885;ENSG00000115904;ENSG00000152270;ENSG00000133703;ENSG00000159445;ENSG00000134962;ENSG00000078142;ENSG00000140285;ENSG00000179295;ENSG00000145675;ENSG00000122025;ENSG00000140992","","R-HSA-74737;R-HSA-74736;R-HSA-109699;R-HSA-109701;R-HSA-109700;R-HSA-109702;R-HSA-109817;R-HSA-162363;R-HSA-162425"
R-HSA-5654710,"PI-3K cascade:FGFR3",3,24,0.0016526649221870265,0.996109180358639,0.996109180358639,7,7,5.213764337851929E-4,9606,Homo sapiens,"ENSG00000177885;ENSG00000179295;ENSG00000145675","","R-HSA-5654709;R-HSA-5654643;R-HSA-5654640;R-HSA-5654641;R-HSA-5654705;R-HSA-177931;R-HSA-5654637"
R-HSA-174048,"APC/C:Cdc20 mediated degradation of Cyclin B",3,24,0.0016526649221870265,0.996109180358639,0.996109180358639,3,3,2.2344704305079697E-4,9606,Homo sapiens,"ENSG00000196510;ENSG00000115266;ENSG00000053900","","R-HSA-174227;R-HSA-174120;R-HSA-174157"
R-HSA-844456,"The NLRP3 inflammasome",3,24,0.0016526649221870265,0.996109180358639,0.996109180358639,9,18,0.0013406822583047818,9606,Homo sapiens,"ENSG00000110218;ENSG00000109320;ENSG00000165416","","R-HSA-873951;R-HSA-877198;R-HSA-9603905;R-HSA-844440;R-HSA-1296421;R-HSA-844612;R-HSA-874087;R-HSA-844610;R-HSA-1306876"
R-HSA-446199,"Synthesis of Dolichyl-phosphate",3,24,0.0016526649221870265,0.996109180358639,0.996109180358639,3,6,4.4689408610159393E-4,9606,Homo sapiens,"ENSG00000175283;ENSG00000117682;ENSG00000128039","","R-HSA-446195;R-HSA-4419979;R-HSA-4419978"
R-HSA-8851708,"Signaling by FGFR2 IIIa TM",3,24,0.0016526649221870265,0.996109180358639,0.996109180358639,1,2,1.4896469536719798E-4,9606,Homo sapiens,"ENSG00000136937;ENSG00000144231;ENSG00000177700","","R-HSA-8851710"
R-HSA-9013422,"RHOBTB1 GTPase cycle",3,24,0.0016526649221870265,0.996109180358639,0.996109180358639,1,2,1.4896469536719798E-4,9606,Homo sapiens,"ENSG00000134318;ENSG00000136527;ENSG00000138735","","R-HSA-9018778"
R-HSA-77111,"Synthesis of Ketone Bodies",3,24,0.0016526649221870265,0.996109180358639,0.996109180358639,3,8,5.958587814687919E-4,9606,Homo sapiens,"ENSG00000081760;ENSG00000075239;ENSG00000161267","","R-HSA-5694494;R-HSA-73912;R-HSA-73916"
R-HSA-449836,"Other interleukin signaling",3,24,0.0016526649221870265,0.996109180358639,0.996109180358639,6,17,0.0012661999106211828,9606,Homo sapiens,"ENSG00000184371;ENSG00000132639;ENSG00000172349","","R-HSA-449077;R-HSA-9009485;R-HSA-449073;R-HSA-9009488;R-HSA-449087;R-HSA-449117"
R-HSA-381070,"IRE1alpha activates chaperones",25,101,0.006954964880870404,0.9961650040403316,0.9961650040403316,13,53,0.003947564427230746,9606,Homo sapiens,"ENSG00000102580;ENSG00000160789;ENSG00000044574;ENSG00000090520;ENSG00000159720;ENSG00000157014;ENSG00000162694;ENSG00000138073;ENSG00000137076;ENSG00000108433;ENSG00000149428;ENSG00000087274;ENSG00000124783","","R-HSA-1791066;R-HSA-1791128;R-HSA-8953356;R-HSA-381217;R-HSA-1791164;R-HSA-1791154;R-HSA-1791184;R-HSA-1791157;R-HSA-1791156;R-HSA-1791083;R-HSA-1791075;R-HSA-1791137;R-HSA-1791076"
R-HSA-196757,"Metabolism of folate and pterines",8,44,0.0030298856906762154,0.9962074802847499,0.9962074802847499,16,30,0.0022344704305079697,9606,Homo sapiens,"ENSG00000100714;ENSG00000173638;ENSG00000228716;ENSG00000163738;ENSG00000136877;ENSG00000176974;ENSG00000120254","","R-HSA-200711;R-HSA-197958;R-HSA-200644;R-HSA-200740;R-HSA-200651;R-HSA-200682;R-HSA-200681;R-HSA-200718;R-HSA-200652;R-HSA-6801462;R-HSA-5696839;R-HSA-200661;R-HSA-6801328;R-HSA-6801456;R-HSA-200735;R-HSA-9709098"
R-HSA-3899300,"SUMOylation of transcription cofactors",8,44,0.0030298856906762154,0.9962074802847499,0.9962074802847499,10,27,0.0020110233874571725,9606,Homo sapiens,"ENSG00000140396;ENSG00000084676;ENSG00000064393;ENSG00000196588;ENSG00000109819;ENSG00000111752;ENSG00000005339;ENSG00000078043","","R-HSA-4090284;R-HSA-3903017;R-HSA-3108203;R-HSA-4085318;R-HSA-3927824;R-HSA-3927959;R-HSA-3900070;R-HSA-4085331;R-HSA-3108209;R-HSA-4085296"
R-HSA-8963888,"Chylomicron assembly",1,14,9.640545379424321E-4,0.9962626957612453,0.9962626957612453,5,5,3.7241173841799495E-4,9606,Homo sapiens,"ENSG00000084674","","R-HSA-174786;R-HSA-174660;R-HSA-174741;R-HSA-174587;R-HSA-174731"
R-HSA-8876493,"InlA-mediated entry of Listeria monocytogenes into host cells",1,14,9.640545379424321E-4,0.9962626957612453,0.9962626957612453,5,5,3.7241173841799495E-4,9606,Homo sapiens,"ENSG00000168036","","R-HSA-8876948;R-HSA-8876993;R-HSA-8876497;R-HSA-8877003;R-HSA-112333"
R-HSA-9013973,"TICAM1-dependent activation of IRF3/IRF7",1,14,9.640545379424321E-4,0.9962626957612453,0.9962626957612453,7,9,6.703411291523909E-4,9606,Homo sapiens,"ENSG00000188993","","R-HSA-9013992;R-HSA-9013979;R-HSA-9013978;R-HSA-9013985;R-HSA-9013986;R-HSA-9013990;R-HSA-9013974"
R-HSA-1483226,"Synthesis of PI",1,14,9.640545379424321E-4,0.9962626957612453,0.9962626957612453,1,3,2.2344704305079697E-4,9606,Homo sapiens,"ENSG00000090975","","R-HSA-8869241"
R-HSA-71032,"Propionyl-CoA catabolism",1,14,9.640545379424321E-4,0.9962626957612453,0.9962626957612453,1,3,2.2344704305079697E-4,9606,Homo sapiens,"ENSG00000151611","","R-HSA-71010"
R-HSA-70688,"Proline catabolism",1,14,9.640545379424321E-4,0.9962626957612453,0.9962626957612453,1,4,2.9792939073439596E-4,9606,Homo sapiens,"ENSG00000159423","","R-HSA-70679"
R-HSA-9614399,"Regulation of localization of FOXO transcription factors",1,14,9.640545379424321E-4,0.9962626957612453,0.9962626957612453,1,5,3.7241173841799495E-4,9606,Homo sapiens,"ENSG00000166913","","R-HSA-9614423"
R-HSA-196819,"Vitamin B1 (thiamin) metabolism",1,14,9.640545379424321E-4,0.9962626957612453,0.9962626957612453,1,5,3.7241173841799495E-4,9606,Homo sapiens,"ENSG00000125454","","R-HSA-8875838"
R-HSA-9635465,"Suppression of apoptosis",1,14,9.640545379424321E-4,0.9962626957612453,0.9962626957612453,1,7,5.213764337851929E-4,9606,Homo sapiens,"ENSG00000116560","","R-HSA-9635446"
R-HSA-9662834,"CD163 mediating an anti-inflammatory response",1,14,9.640545379424321E-4,0.9962626957612453,0.9962626957612453,1,9,6.703411291523909E-4,9606,Homo sapiens,"ENSG00000145632","","R-HSA-9662823"
R-HSA-2299718,"Condensation of Prophase Chromosomes",11,55,0.0037873571133452692,0.9963925166538887,0.9963925166538887,10,10,7.448234768359899E-4,9606,Homo sapiens,"ENSG00000158406;ENSG00000276180;ENSG00000196890;ENSG00000025770;ENSG00000146918;ENSG00000139687;ENSG00000196747;ENSG00000197903;ENSG00000184260;ENSG00000183598;ENSG00000273983;ENSG00000276368;ENSG00000277775","","R-HSA-2245218;R-HSA-2429719;R-HSA-2288097;R-HSA-2301205;R-HSA-2294580;R-HSA-2172678;R-HSA-2172666;R-HSA-2294600;R-HSA-2294590;R-HSA-2294574"
R-HSA-6811440,"Retrograde transport at the Trans-Golgi-Network",11,55,0.0037873571133452692,0.9963925166538887,0.9963925166538887,15,20,0.0014896469536719798,9606,Homo sapiens,"ENSG00000136935;ENSG00000123570;ENSG00000148429;ENSG00000141252;ENSG00000164597;ENSG00000136933;ENSG00000107185;ENSG00000197081;ENSG00000073969;ENSG00000151532;ENSG00000107036","","R-HSA-6811431;R-HSA-6811429;R-HSA-6811428;R-HSA-6814671;R-HSA-6814670;R-HSA-8847534;R-HSA-6814091;R-HSA-6814678;R-HSA-6814676;R-HSA-6814675;R-HSA-6814674;R-HSA-8847537;R-HSA-6814684;R-HSA-6814683;R-HSA-6814682"
R-HSA-69618,"Mitotic Spindle Checkpoint",28,111,0.007643575265114998,0.9965051194593657,0.9965051194593657,5,7,5.213764337851929E-4,9606,Homo sapiens,"ENSG00000040275;ENSG00000130779;ENSG00000113575;ENSG00000086827;ENSG00000007168;ENSG00000122952;ENSG00000138092;ENSG00000160551;ENSG00000089685;ENSG00000161888;ENSG00000110713;ENSG00000153201;ENSG00000125450;ENSG00000174442;ENSG00000197102;ENSG00000175216;ENSG00000196510;ENSG00000074054;ENSG00000264364;ENSG00000115266;ENSG00000085415;ENSG00000088986;ENSG00000188312;ENSG00000030066;ENSG00000163535;ENSG00000078304;ENSG00000101367;ENSG00000053900","","R-HSA-141409;R-HSA-141431;R-HSA-141422;R-HSA-141439;R-HSA-141423"
R-HSA-9670095,"Inhibition of DNA recombination at telomere",9,48,0.003305329844374053,0.996514818620097,0.996514818620097,4,4,2.9792939073439596E-4,9606,Homo sapiens,"ENSG00000197903;ENSG00000158406;ENSG00000184260;ENSG00000276180;ENSG00000196890;ENSG00000085224;ENSG00000144231;ENSG00000177700;ENSG00000087274;ENSG00000276368;ENSG00000196747","","R-HSA-9670114;R-HSA-9670149;R-HSA-9670101;R-HSA-9007926"
R-HSA-110313,"Translesion synthesis by Y family DNA polymerases bypasses lesions on DNA template",9,48,0.003305329844374053,0.996514818620097,0.996514818620097,27,28,0.0020855057351407717,9606,Homo sapiens,"ENSG00000133119;ENSG00000132646;ENSG00000049541;ENSG00000177084;ENSG00000009413;ENSG00000182446;ENSG00000163743","","R-HSA-5655892;R-HSA-5656148;R-HSA-5653780;R-HSA-5653840;R-HSA-5656158;R-HSA-5655965;R-HSA-5653786;R-HSA-5655835;R-HSA-5653766;R-HSA-5655170;R-HSA-5653838;R-HSA-5654989;R-HSA-5654986;R-HSA-5653770;R-HSA-5654985;R-HSA-5652151;R-HSA-110307;R-HSA-110308;R-HSA-110311;R-HSA-5653756;R-HSA-110317;R-HSA-5653754;R-HSA-110316;R-HSA-110319;R-HSA-5655142;R-HSA-110322;R-HSA-5656105"
R-HSA-3000480,"Scavenging by Class A Receptors",9,48,0.003305329844374053,0.996514818620097,0.996514818620097,7,10,7.448234768359899E-4,9606,Homo sapiens,"ENSG00000158270;ENSG00000108821;ENSG00000166598;ENSG00000168079;ENSG00000187498;ENSG00000168542;ENSG00000084674;ENSG00000164692;ENSG00000179218","","R-HSA-3221843;R-HSA-2173778;R-HSA-2187266;R-HSA-2507854;R-HSA-2187261;R-HSA-2981040;R-HSA-2299677"
R-HSA-5632684,"Hedgehog 'on' state",22,92,0.006335215535050269,0.9965439613931008,0.9965439613931008,25,37,0.0027558468642931624,9606,Homo sapiens,"ENSG00000087191;ENSG00000131467;ENSG00000110801;ENSG00000108854;ENSG00000165916;ENSG00000131437;ENSG00000175166;ENSG00000173692;ENSG00000142507;ENSG00000068878;ENSG00000115233;ENSG00000136930;ENSG00000143106;ENSG00000134371;ENSG00000164690;ENSG00000118705;ENSG00000013275;ENSG00000161057;ENSG00000106571;ENSG00000100387;ENSG00000106012;ENSG00000197170;ENSG00000143147","","R-HSA-5635860;R-HSA-5635856;R-HSA-5635859;R-HSA-5635868;R-HSA-5632668;R-HSA-5635102;R-HSA-5635865;R-HSA-5632667;R-HSA-5633051;R-HSA-445448;R-HSA-5635845;R-HSA-5632646;R-HSA-5635846;R-HSA-5635841;R-HSA-5635843;R-HSA-5635842;R-HSA-5635853;R-HSA-5632653;R-HSA-5632652;R-HSA-5635855;R-HSA-5635854;R-HSA-5632649;R-HSA-5632648;R-HSA-5635848;R-HSA-5610723"
R-HSA-2428928,"IRS-related events triggered by IGF1R",15,69,0.004751411651287701,0.996571448110521,0.996571448110521,12,12,8.937881722031879E-4,9606,Homo sapiens,"ENSG00000070388;ENSG00000177885;ENSG00000115904;ENSG00000152270;ENSG00000133703;ENSG00000159445;ENSG00000134962;ENSG00000078142;ENSG00000140285;ENSG00000179295;ENSG00000145675;ENSG00000017427;ENSG00000122025;ENSG00000140992","","R-HSA-74737;R-HSA-74736;R-HSA-109699;R-HSA-109701;R-HSA-109700;R-HSA-109702;R-HSA-2428930;R-HSA-109817;R-HSA-162363;R-HSA-162425;R-HSA-2428926;R-HSA-2428922"
R-HSA-1660499,"Synthesis of PIPs at the plasma membrane",15,69,0.004751411651287701,0.996571448110521,0.996571448110521,21,33,0.0024579174735587664,9606,Homo sapiens,"ENSG00000102043;ENSG00000104643;ENSG00000276293;ENSG00000038210;ENSG00000171862;ENSG00000159082;ENSG00000040933;ENSG00000063601;ENSG00000117461;ENSG00000116095;ENSG00000186111;ENSG00000052126;ENSG00000100330;ENSG00000166689;ENSG00000145675","","R-HSA-6809254;R-HSA-1675994;R-HSA-199456;R-HSA-8870499;R-HSA-1675773;R-HSA-1675836;R-HSA-1676177;R-HSA-1676145;R-HSA-1676048;R-HSA-6809325;R-HSA-1676082;R-HSA-1676149;R-HSA-1675988;R-HSA-6809320;R-HSA-1676203;R-HSA-1676109;R-HSA-1675776;R-HSA-6809309;R-HSA-1676164;R-HSA-1675780;R-HSA-8870489"
R-HSA-450294,"MAP kinase activation",15,69,0.004751411651287701,0.996571448110521,0.996571448110521,20,32,0.0023834351258751676,9606,Homo sapiens,"ENSG00000177189;ENSG00000157625;ENSG00000050748;ENSG00000071242;ENSG00000118260;ENSG00000068305;ENSG00000113575;ENSG00000177889;ENSG00000120875;ENSG00000166167;ENSG00000055130;ENSG00000081189;ENSG00000109320;ENSG00000213341;ENSG00000055208","","R-HSA-168162;R-HSA-5684275;R-HSA-450337;R-HSA-5684273;R-HSA-168136;R-HSA-450348;R-HSA-450346;R-HSA-5684250;R-HSA-199917;R-HSA-5684248;R-HSA-5684261;R-HSA-199959;R-HSA-199895;R-HSA-451634;R-HSA-203797;R-HSA-168053;R-HSA-198746;R-HSA-199929;R-HSA-199935;R-HSA-5684267"
R-HSA-5655332,"Signaling by FGFR3 in disease",5,33,0.0022724142680071615,0.9967127867247328,0.9967127867247328,10,28,0.0020855057351407717,9606,Homo sapiens,"ENSG00000177885;ENSG00000115904;ENSG00000133703;ENSG00000145675","","R-HSA-8853316;R-HSA-5655285;R-HSA-8853314;R-HSA-5655315;R-HSA-5655295;R-HSA-5655277;R-HSA-8853308;R-HSA-8853307;R-HSA-8853323;R-HSA-5655289"
R-HSA-8853338,"Signaling by FGFR3 point mutants in cancer",5,33,0.0022724142680071615,0.9967127867247328,0.9967127867247328,5,19,0.0014151646059883808,9606,Homo sapiens,"ENSG00000177885;ENSG00000115904;ENSG00000133703;ENSG00000145675","","R-HSA-5655285;R-HSA-5655315;R-HSA-5655295;R-HSA-5655277;R-HSA-5655289"
R-HSA-5694530,"Cargo concentration in the ER",6,37,0.002547858421704999,0.9967429161346762,0.9967429161346762,9,12,8.937881722031879E-4,9606,Homo sapiens,"ENSG00000143786;ENSG00000185010;ENSG00000138073;ENSG00000108433;ENSG00000154305;ENSG00000109861","","R-HSA-5694436;R-HSA-5694435;R-HSA-5694433;R-HSA-5694431;R-HSA-5694428;R-HSA-5694413;R-HSA-5694522;R-HSA-5694442;R-HSA-5694427"
R-HSA-176409,"APC/C:Cdc20 mediated degradation of mitotic proteins",17,76,0.005233438920258918,0.9967738205999817,0.9967738205999817,13,13,9.682705198867869E-4,9606,Homo sapiens,"ENSG00000087191;ENSG00000131467;ENSG00000110801;ENSG00000165916;ENSG00000175166;ENSG00000173692;ENSG00000142507;ENSG00000196510;ENSG00000068878;ENSG00000115266;ENSG00000115233;ENSG00000136930;ENSG00000143106;ENSG00000118705;ENSG00000013275;ENSG00000161057;ENSG00000197170;ENSG00000053900","","R-HSA-174144;R-HSA-174120;R-HSA-174121;R-HSA-174255;R-HSA-174157;R-HSA-179410;R-HSA-174227;R-HSA-174202;R-HSA-174171;R-HSA-174104;R-HSA-179417;R-HSA-174238;R-HSA-179421"
R-HSA-167160,"RNA Pol II CTD phosphorylation and interaction with CE during HIV infection",4,29,0.001996970114309324,0.9968376656277063,0.9968376656277063,5,5,3.7241173841799495E-4,9606,Homo sapiens,"ENSG00000110768;ENSG00000111358;ENSG00000144231;ENSG00000177700","","R-HSA-167153;R-HSA-167111;R-HSA-167098;R-HSA-167128;R-HSA-167133"
R-HSA-77075,"RNA Pol II CTD phosphorylation and interaction with CE",4,29,0.001996970114309324,0.9968376656277063,0.9968376656277063,5,5,3.7241173841799495E-4,9606,Homo sapiens,"ENSG00000110768;ENSG00000111358;ENSG00000144231;ENSG00000177700","","R-HSA-77073;R-HSA-113430;R-HSA-77069;R-HSA-77068;R-HSA-77071"
R-HSA-982772,"Growth hormone receptor signaling",4,29,0.001996970114309324,0.9968376656277063,0.9968376656277063,25,28,0.0020855057351407717,9606,Homo sapiens,"ENSG00000113494;ENSG00000168610;ENSG00000112964;ENSG00000120833","","R-HSA-1168789;R-HSA-982792;R-HSA-1168768;R-HSA-982810;R-HSA-1168839;R-HSA-1168777;R-HSA-1168393;R-HSA-1168456;R-HSA-982807;R-HSA-1168459;R-HSA-1168394;R-HSA-1362485;R-HSA-1169210;R-HSA-1168445;R-HSA-1168767;R-HSA-1168894;R-HSA-982778;R-HSA-1362465;R-HSA-1169188;R-HSA-1168423;R-HSA-1168809;R-HSA-1169192;R-HSA-982775;R-HSA-1168813;R-HSA-982768"
R-HSA-912526,"Interleukin receptor SHC signaling",4,29,0.001996970114309324,0.9968376656277063,0.9968376656277063,5,6,4.4689408610159393E-4,9606,Homo sapiens,"ENSG00000177885;ENSG00000117461;ENSG00000115904;ENSG00000145675","","R-HSA-508247;R-HSA-453111;R-HSA-912527;R-HSA-453104;R-HSA-913424"
R-HSA-8854691,"Interleukin-20 family signaling",4,29,0.001996970114309324,0.9968376656277063,0.9968376656277063,38,56,0.004171011470281543,9606,Homo sapiens,"ENSG00000168610;ENSG00000170581;ENSG00000174564;ENSG00000179295","","R-HSA-8987080;R-HSA-9009227;R-HSA-448708;R-HSA-8987084;R-HSA-8987150;R-HSA-8987214;R-HSA-8987266;R-HSA-8987141;R-HSA-8987012;R-HSA-8987015;R-HSA-8987014;R-HSA-8987270;R-HSA-8987033;R-HSA-8987097;R-HSA-8987161;R-HSA-8987096;R-HSA-9005340;R-HSA-8986972;R-HSA-8987230;R-HSA-8982163;R-HSA-6784765;R-HSA-8982162;R-HSA-8982165;R-HSA-6784763;R-HSA-8987156;R-HSA-8987220;R-HSA-448728;R-HSA-8986985;R-HSA-8987179;R-HSA-8987052;R-HSA-8987104;R-HSA-8987236;R-HSA-448744;R-HSA-8987129;R-HSA-8987132;R-HSA-8987070;R-HSA-8987255;R-HSA-8987063"
R-HSA-5654727,"Negative regulation of FGFR2 signaling",7,41,0.002823302575402837,0.9968715529396507,0.9968715529396507,14,14,0.0010427528675703858,9606,Homo sapiens,"ENSG00000070388;ENSG00000177885;ENSG00000140285;ENSG00000136158;ENSG00000179295;ENSG00000113575;ENSG00000157764","","R-HSA-1295634;R-HSA-934604;R-HSA-1295632;R-HSA-5654677;R-HSA-1295604;R-HSA-1295609;R-HSA-1549564;R-HSA-1295613;R-HSA-934559;R-HSA-5654562;R-HSA-1295622;R-HSA-1295621;R-HSA-1295599;R-HSA-5654729"
R-HSA-5083636,"Defective GALNT12 causes colorectal cancer 1 (CRCS1)",2,20,0.001377220768489189,0.9969425064021091,0.9969425064021091,1,1,7.448234768359899E-5,9606,Homo sapiens,"ENSG00000169876;ENSG00000205592","","R-HSA-5096532"
R-HSA-5083625,"Defective GALNT3 causes familial hyperphosphatemic tumoral calcinosis (HFTC)",2,20,0.001377220768489189,0.9969425064021091,0.9969425064021091,1,1,7.448234768359899E-5,9606,Homo sapiens,"ENSG00000169876;ENSG00000205592","","R-HSA-5096537"
R-HSA-6782861,"Synthesis of wybutosine at G37 of tRNA(Phe)",2,20,0.001377220768489189,0.9969425064021091,0.9969425064021091,4,8,5.958587814687919E-4,9606,Homo sapiens,"ENSG00000168806;ENSG00000183665","","R-HSA-6783473;R-HSA-6782881;R-HSA-6782893;R-HSA-6782890"
R-HSA-70350,"Fructose catabolism",2,20,0.001377220768489189,0.9969425064021091,0.9969425064021091,2,5,3.7241173841799495E-4,9606,Homo sapiens,"ENSG00000168237;ENSG00000165092","","R-HSA-6799495;R-HSA-6813749"
R-HSA-71262,"Carnitine synthesis",2,20,0.001377220768489189,0.9969425064021091,0.9969425064021091,2,6,4.4689408610159393E-4,9606,Homo sapiens,"ENSG00000129151;ENSG00000176974","","R-HSA-71249;R-HSA-71261"
R-HSA-210744,"Regulation of gene expression in late stage (branching morphogenesis) pancreatic bud precursor cells",2,20,0.001377220768489189,0.9969425064021091,0.9969425064021091,1,4,2.9792939073439596E-4,9606,Homo sapiens,"ENSG00000184384;ENSG00000005339","","R-HSA-1980047"
R-HSA-9682706,"Replication of the SARS-CoV-1 genome",2,20,0.001377220768489189,0.9969425064021091,0.9969425064021091,2,22,0.0016386116490391778,9606,Homo sapiens,"ENSG00000134086;ENSG00000139687","","R-HSA-9682712;R-HSA-9683455"
R-HSA-9679514,"SARS-CoV-1 Genome Replication and Transcription",2,20,0.001377220768489189,0.9969425064021091,0.9969425064021091,2,27,0.0020110233874571725,9606,Homo sapiens,"ENSG00000134086;ENSG00000139687","","R-HSA-9682712;R-HSA-9683455"
